Image,Object,Comments,StudyRelated,Food,Clothing,Toy,Book,Electronic,Plant,Animal,ToolWork,ToolMealtime,OtherLargeImmovable,OtherSynthetic,OtherNatural,None,Exclude,Unsure,Flagged,Skipped,sub_num
20160811_122525_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122535_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122545_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122557_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122607_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122617_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122629_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122639_000.gif,NA,"unsure if back hand is holding cup, but their gaze is not on the cup",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122649_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122701_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122732_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122742_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122752_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122805_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122815_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122825_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_122836_000.gif,NA,"unsure if back hand is holding the cup, but their gaze is not on the object",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122919_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_122929_000.gif,NA,holding caregiver's hand,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_123010_000.gif,NA,holding caregiver's hand,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_123021_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123031_000.gif,NA,unsure if back hand is holding the cup,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_123042_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_123054_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_123200_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123210_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123220_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123252_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123357_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123410_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123442_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123452_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123502_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123514_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123524_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123534_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123546_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123556_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123607_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123618_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123628_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123638_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123650_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123700_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123710_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123722_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123742_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123755_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123805_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123815_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123827_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123847_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123900_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123910_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123920_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_123932_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_124202_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_124245_000.gif,"sippy cup, milk",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7101
20160811_130216_000.gif,pants,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_130226_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
20160811_130236_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130309_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130341_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130353_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130414_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130436_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130446_000.gif,"comb, pants",NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130458_000.gif,"comb, pants",NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130508_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130518_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130657_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130709_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
20160811_130719_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
20160811_131103_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131116_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131126_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131136_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131149_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131159_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131209_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131221_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131241_000.gif,comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131502_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131858_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131908_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131919_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131930_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131940_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132002_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132012_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132024_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132034_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132044_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132117_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132129_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132139_000.gif,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7101
20160811_132149_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_065031_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_065808_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070143_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070536_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070548_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070702_000.gif,stuffed animal,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_070712_000.gif,stuffed animal,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_070724_000.gif,stuffed animal,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_070734_000.gif,stuffed animal,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_070744_000.gif,stuffed animal,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_070757_000.gif,stuffed animal,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_070807_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070830_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070850_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_070911_000.gif,yellow wind-up toy,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_071652_000.gif,rock,rock is being used to crush betelnut,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4964
20160811_071827_000.gif,rock,rock is being used to crush betelnut,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4964
20160811_072906_000.gif,rock,rock is being used to crush betelnut,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4964
20160811_075258_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4964
20160811_075318_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4964
20160811_075329_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_075924_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_075946_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_080130_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_080420_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_080430_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_080440_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4964
20160811_080802_000.gif,unknown food?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4964
20160811_080812_000.gif,unknown food?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4964
20160811_081051_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081101_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081113_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081123_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081132_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081142_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081153_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081224_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081306_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081316_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081327_000.gif,rope,rope is hung from building to be used as a swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_081907_000.gif,stick,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4964
20160811_082942_000.gif,fruit (unknown variety),NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964
20160811_085848_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_085858_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_085908_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_085921_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_085931_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_085941_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_085959_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090009_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090019_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090030_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090040_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090050_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090102_000.gif,"guitar, camera lens",NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090113_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090123_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090136_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090146_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090156_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090207_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090217_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090227_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090240_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090250_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090300_000.gif,guitar,"guitar is full sized, missing ~half its strings, and has a cartoon character sticker on it",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4964
20160811_090312_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090319_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090329_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090352_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090402_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090412_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090424_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090434_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090444_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090506_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090516_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090527_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090538_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090548_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090651_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090704_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090735_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090745_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090755_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090838_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090904_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090915_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090926_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090936_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
20160811_090947_000.gif,guitar,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4964
