Image,Object,Comments,StudyRelated,Food,Clothing,Toy,Book,Electronic,Plant,Animal,ToolWork,ToolMealtime,OtherLargeImmovable,OtherSynthetic,OtherNatural,None,Exclude,Unsure,Flagged,Skipped,sub_num
20160811_122825_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_122836_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_122919_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_122929_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123010_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123021_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123031_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123042_000.gif,"bottle of milk, red bottle",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123054_000.gif,"bottle of milk, red bottle",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123200_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123210_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123220_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123252_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123357_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123410_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123442_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123452_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123502_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123514_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123524_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123534_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123546_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123556_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123607_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123618_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123628_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123638_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123650_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123700_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123710_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123722_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123742_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123755_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123805_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123815_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123827_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123847_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123900_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123910_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123920_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_123932_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_124202_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_124245_000.gif,bottle of milk,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_130216_000.gif,black fabric,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130226_000.gif,black fabric,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130236_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130309_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130341_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130353_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130414_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130436_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130446_000.gif,"pruple comb, black fabric",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130458_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130508_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130518_000.gif,black fabric,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_130657_000.gif,white object,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
20160811_130709_000.gif,white object,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
20160811_130719_000.gif,white object,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7101
20160811_131103_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131116_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131126_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131136_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131149_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131159_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131209_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131221_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131241_000.gif,purple comb,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7101
20160811_131502_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131858_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131908_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131919_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131930_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_131940_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132002_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132012_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132024_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132034_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132044_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132117_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132129_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132139_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
20160811_132149_000.gif,starfruit,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101
063923.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
063938.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
063955.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064011.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064026.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064042.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064057.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064112.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064128.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064143.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064215.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064230.gif,candy,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064609.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
064711.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
065558.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
065628.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
065646.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
065701.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
065742.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
065757.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
070031.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
070355.gif,bamboo,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3041
070410.gif,bamboo,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3041
070425.gif,bamboo,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3041
070543.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
071021.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
071209.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
071327.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
071343.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
071430.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
071516.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
072133.gif,pineapple,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
072440.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
072645.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
073141.gif,shirt,subject is breast feeding,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3041
073213.gif,shirt,subject is breast feeding,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3041
073536.gif,soda,probably coca-cola,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
073829.gif,NA,special case: does hair count as a held object?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3041
074105.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
074825.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
074841.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
074856.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
075031.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
075059.gif,woven basket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3041
075338.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
075353.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
075527.gif,railing,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
075647.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075804.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075821.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075836.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075851.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075907.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075922.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075937.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
075955.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080010.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080025.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080041.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080056.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080111.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080134.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080149.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080204.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080221.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080236.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080251.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080307.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080322.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080338.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080354.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080409.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080424.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
080508.gif,papaya,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
084842.gif,vest,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
084945.gif,bucket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3041
085027.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
085640.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
091833.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
091850.gif,camera lens,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
091905.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
091936.gif,sago,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
092006.gif,sago,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
092140.gif,bucket,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3041
092228.gif,sago,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
092244.gif,sago,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
092259.gif,sago,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
092314.gif,sago,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
092347.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
092418.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
092433.gif,ladder,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
093317.gif,toy,toy on string. appears in later images to be a yo-yo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
093413.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
093429.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
093445.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
093808.gif,toy,toy on string. appears to be a yo-yo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
093942.gif,toy,toy on string. appears to be a yo-yo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3041
094044.gif,rope,rope is being used as swing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
094133.gif,betelnut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
094149.gif,betelnut,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
094219.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
094323.gif,stick,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3041
094353.gif,stick,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3041
095042.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
095554.gif,building,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3041
095800.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
095846.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
095902.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
095950.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
100005.gif,ball,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041
